id,cameraUsage,alertType,observationDateTime,junctionName,vehicleType,location.type,location.coordinates
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,VEHICLE_WRONG_WAY,2024-04-02 08:00:00+05:30,TeachersJn,Car,Point,"[77.580053, 12.943633]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:00+05:30,PromenadeWheelresroadJn,Car,Point,"[77.61448, 12.991661]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:00+05:30,TaralubaluJn,Motorbike,Point,"[77.592438, 13.020731]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:00+05:30,PromenadeWheelresroadJn,Car,Point,"[77.61448, 12.991661]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:00+05:30,Chindrikahotel,Auto,Point,"[77.593048, 12.989344]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:01+05:30,TaralubaluJn,Motorbike,Point,"[77.592438, 13.020731]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:01+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,VEHICLE_WRONG_WAY,2024-04-02 08:00:01+05:30,80feetoldmadradroad,Car,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:01+05:30,CMHHospitalJn,Lorry,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:02+05:30,VanivilasJN,Carrier,Point,"[77.576809, 12.948272]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:03+05:30,TaralubaluJn,Motorbike,Point,"[77.592438, 13.020731]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:04+05:30,ModiHospitalroadJn,Auto,Point,"[77.546368, 12.997397]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:04+05:30,WiproJN,Car,Point,"[77.633143, 12.929832]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:04+05:30,WiproJN,Car,Point,"[77.633143, 12.929832]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:05+05:30,WiproJN,Car,Point,"[77.633143, 12.929832]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:05+05:30,ModiHospitalroadJn,Car,Point,"[77.546368, 12.997397]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:05+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:06+05:30,Mariyappacircle,Motorbike,Point,"[77.63721, 13.022783]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:08+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:08+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:08+05:30,AXASignal,Undetermined,Point,"[77.615204, 12.91602]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:08+05:30,Chindrikahotel,Motorbike,Point,"[77.593048, 12.989344]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,VEHICLE_WRONG_WAY,2024-04-02 08:00:09+05:30,80feetoldmadradroad,Bus,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:09+05:30,AXASignal,Car,Point,"[77.615204, 12.91602]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:10+05:30,Chindrikahotel,Car,Point,"[77.593048, 12.989344]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:10+05:30,TeachersJn,Car,Point,"[77.580053, 12.943633]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:12+05:30,Chindrikahotel,Car,Point,"[77.593048, 12.989344]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:12+05:30,IndiranagarKFCJun,Auto,Point,"[77.640837, 12.978368]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:12+05:30,TeachersJn,Auto,Point,"[77.580053, 12.943633]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:13+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,VEHICLE_WRONG_WAY,2024-04-02 08:00:14+05:30,80feetoldmadradroad,Car,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:16+05:30,CMHHospitalJn,Motorbike,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:19+05:30,SrinivagiluJN,Car,Point,"[77.622682, 12.942536]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:19+05:30,CMHHospitalJn,Car,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:19+05:30,DosusaCircle,Motorbike,Point,"[77.611378, 12.967623]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:20+05:30,Shaktitemple,Car,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:21+05:30,CMHHospitalJn,Motorbike,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,WOMEN_SURROUNDED_BY_MEN,2024-04-02 08:00:21+05:30,CMHHospitalJn,Motorbike,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:21+05:30,DosusaCircle,Motorbike,Point,"[77.611378, 12.967623]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:21+05:30,Kormangala80ftRD,Motorbike,Point,"[77.612338, 12.93438]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,VEHICLE_WRONG_WAY,2024-04-02 08:00:21+05:30,Mariyappacircle,Motorbike,Point,"[77.63721, 13.022783]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:21+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:22+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:24+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:25+05:30,CMHHospitalJn,Auto,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:26+05:30,IndiranagarKFCJun,Car,Point,"[77.640837, 12.978368]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:27+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:28+05:30,CMHHospitalJn,Car,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:28+05:30,IndiranagarKFCJun,Car,Point,"[77.640837, 12.978368]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:28+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:28+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:29+05:30,CMHHospitalJn,Car,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:30+05:30,CMHHospitalJn,Auto,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:30+05:30,IndiranagarKFCJun,Motorbike,Point,"[77.640837, 12.978368]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:31+05:30,RajKumarStatueDomlur,Carrier,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:32+05:30,BRVJn,Car,Point,"[77.602438, 12.979232]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:32+05:30,JPnagar-15thcrossJN,Auto,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:33+05:30,CMHHospitalJn,Car,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:35+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:35+05:30,ShivanandacircleJn,Motorbike,Point,"[77.579713, 12.986486]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:37+05:30,CMHHospitalJn,Motorbike,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:39+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:39+05:30,BRVJn,Motorbike,Point,"[77.602438, 12.979232]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:39+05:30,BRVJn,Motorbike,Point,"[77.602438, 12.979232]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:43+05:30,BRVJn,Car,Point,"[77.602438, 12.979232]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:44+05:30,CMHHospitalJn,Motorbike,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:44+05:30,RajKumarStatueDomlur,Motorbike,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,GREEN_LIGHT,2024-04-02 08:00:45+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT,2024-04-02 08:00:45+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:45+05:30,CMHHospitalJn,Motorbike,Point,"[77.646621, 12.978562]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,GREEN_LIGHT,2024-04-02 08:00:45+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT,2024-04-02 08:00:45+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,STOP_LINE_VIOLATION,2024-04-02 08:00:46+05:30,sadashivanagar-jn,Undetermined,Point,"[77.57275, 13.01463]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:46+05:30,RajKumarStatueDomlur,Motorbike,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:46+05:30,BRVJn,Car,Point,"[77.602438, 12.979232]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:47+05:30,RajKumarStatueDomlur,Motorbike,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:48+05:30,RajKumarStatueDomlur,Motorbike,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:48+05:30,BRVJn,Car,Point,"[77.602438, 12.979232]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:49+05:30,PromenadeWheelresroadJn,Motorbike,Point,"[77.61448, 12.991661]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:49+05:30,Shaktitemple,Motorbike,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:49+05:30,RajKumarStatueDomlur,Lorry,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,NO_HELMET,2024-04-02 08:00:49+05:30,Shaktitemple,Motorbike,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:49+05:30,RamaiahHospital,Motorbike,Point,"[77.57128, 13.028377]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:49+05:30,Chindrikahotel,Car,Point,"[77.593048, 12.989344]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:49+05:30,Shaktitemple,Auto,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:50+05:30,Chindrikahotel,Car,Point,"[77.593048, 12.989344]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:50+05:30,RamaiahHospital,Motorbike,Point,"[77.57128, 13.028377]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:50+05:30,JPnagar-8thmain-9thcross,Motorbike,Point,"[77.595183, 12.910289]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:50+05:30,RajKumarStatueDomlur,Motorbike,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:51+05:30,JPnagar-15thcrossJN,Auto,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:51+05:30,RajKumarStatueDomlur,Motorbike,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:51+05:30,VanivilasJN,Car,Point,"[77.576809, 12.948272]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:51+05:30,RajKumarStatueDomlur,Motorbike,Point,"[77.638689, 12.960965]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,STOP_LINE_VIOLATION,2024-04-02 08:00:51+05:30,80feetoldmadradroad,Undetermined,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:52+05:30,ShivanandacircleJn,Motorbike,Point,"[77.579713, 12.986486]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:52+05:30,Shaktitemple,Auto,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:53+05:30,Chindrikahotel,Motorbike,Point,"[77.593048, 12.989344]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:53+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:53+05:30,Shaktitemple,Bus,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:54+05:30,chikkapetTPS-Jn,Lorry,Point,"[77.57168, 12.960574]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:54+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:54+05:30,ShivanandacircleJn,Motorbike,Point,"[77.579713, 12.986486]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,VEHICLE_WRONG_WAY,2024-04-02 08:00:55+05:30,80feetoldmadradroad,Car,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:55+05:30,Kalasipalaya-Main-jn,Undetermined,Point,"[77.577328, 12.956281]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:56+05:30,Kalasipalaya-Main-jn,Motorbike,Point,"[77.577328, 12.956281]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:58+05:30,JPnagar-15thcrossJN,Car,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:58+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:00:59+05:30,80feetoldmadradroad,Lorry,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,Kormangala80ftRD,Car,Point,"[77.612338, 12.93438]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,TCPalayaJN,Motorbike,Point,"[0.0, 0.0]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,TCPalayaJN,Carrier,Point,"[77.704469, 13.017111]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:00:59+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,BhashyamCircle,Motorbike,Point,"[77.578765, 13.006399]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,TavarekereMainJN,Bus,Point,"[77.609731, 12.934747]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,Shaktitemple,Carrier,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,Jayanagar4thblockBusstop,Car,Point,"[77.586068, 12.928639]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:00:59+05:30,CALCross,Car,Point,"[77.59061, 13.010052]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:00:59+05:30,80feetoldmadradroad,Car,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT,2024-04-02 08:01:00+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:01:00+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:00+05:30,ShivanandacircleJn,Car,Point,"[77.579713, 12.986486]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:01:00+05:30,Kalasipalaya-Main-jn,Motorbike,Point,"[77.577328, 12.956281]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:00+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,NO_HELMET,2024-04-02 08:01:00+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,GREEN_LIGHT,2024-04-02 08:01:00+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:00+05:30,IndiranagarKFCJun,Auto,Point,"[77.640837, 12.978368]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT,2024-04-02 08:01:00+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,GREEN_LIGHT,2024-04-02 08:01:00+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:01:00+05:30,80feetoldmadradroad,Motorbike,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:00+05:30,TCPalayaJN,Car,Point,"[77.704469, 13.017111]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:01+05:30,Kalasipalaya-Main-jn,Motorbike,Point,"[77.577328, 12.956281]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,NO_HELMET,2024-04-02 08:01:01+05:30,Kalasipalaya-Main-jn,Motorbike,Point,"[77.577328, 12.956281]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,STOP_LINE_VIOLATION,2024-04-02 08:01:01+05:30,Navarangacircle,Motorbike,Point,"[77.553042, 12.998237]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:01+05:30,WiproJN,Car,Point,"[77.633143, 12.929832]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:01+05:30,Shaktitemple,Motorbike,Point,"[77.642785, 13.015277]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:02+05:30,WiproJN,Car,Point,"[77.633143, 12.929832]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:02+05:30,JPnagar-15thcrossJN,Car,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:03+05:30,WiproJN,Motorbike,Point,"[77.633143, 12.929832]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:01:03+05:30,80feetoldmadradroad,Auto,Point,"[77.645087, 12.985709]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:03+05:30,JPnagar-15thcrossJN,Motorbike,Point,"[77.578346, 12.906428]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,LICENCE_PLATE_RECOGNITION,2024-04-02 08:01:03+05:30,WiproJN,Motorbike,Point,"[77.633143, 12.929832]"
5b778007-797e-4313-b34c-c7c4812365bb,ANPR,RED_LIGHT_VIOLATION_DETECTION,2024-04-02 08:01:03+05:30,80feetoldmadradroad,Auto,Point,"[77.645087, 12.985709]"
