district_id,district_name,station_id,station_name
32,Mysuru Dist,1556,Hullahalli PS
32,Mysuru Dist,893,Hunusur Rural PS
32,Mysuru Dist,892,Hunusur Town PS
32,Mysuru Dist,885,Jayapura PS
32,Mysuru Dist,887,K.R. Nagar PS
32,Mysuru Dist,1611,Kowlande PS
32,Mysuru Dist,883,Mysore South PS
32,Mysuru Dist,2234,Mysuru CEN Crime PS
32,Mysuru Dist,2210,Mysuru Women PS
32,Mysuru Dist,902,Nanjanagudu Rural PS
32,Mysuru Dist,901,Nanjanagudu Town PS
32,Mysuru Dist,2017,Nanjangudu Traffic PS
32,Mysuru Dist,1600,Periyapatna PS
32,Mysuru Dist,888,Saligrama PS
32,Mysuru Dist,898,Saragur PS
32,Mysuru Dist,905,T. Narasipura PS
32,Mysuru Dist,907,Talakadu PS
32,Mysuru Dist,2155,Varuna PS
32,Mysuru Dist,884,Yelawala PS
33,Raichur,980,Balaganoor PS
33,Raichur,992,Devadurga PS
33,Raichur,1932,Devadurga Traffic PS
33,Raichur,994,Gabbur PS
33,Raichur,988,Hutti PS
33,Raichur,970,Idapanur PS
33,Raichur,993,Jalhalli PS
33,Raichur,984,Kowthal PS
33,Raichur,985,Lingasugur PS
33,Raichur,981,Manvi PS
33,Raichur,972,Market Yard PS
33,Raichur,989,Maski PS
33,Raichur,990,Mudgal PS
33,Raichur,962,Netajinagar PS
33,Raichur,2235,Raichur CEN Crime PS
33,Raichur,963,Raichur Rural PS
33,Raichur,974,Raichur Traffic PS
33,Raichur,971,Raichur West PS
33,Raichur,961,Sadar Bazar PS
33,Raichur,965,Shakti Nagar PS
33,Raichur,976,Sindanoor Rural PS
33,Raichur,2125,Sindanur Traffic PS
33,Raichur,975,Sindhanoor Town PS
33,Raichur,983,Sirwar PS
33,Raichur,979,Turvihal PS
33,Raichur,2124,Women PS
33,Raichur,966,Yapaladinni PS
33,Raichur,967,Yeregera PS
34,Ramanagara,286,Akkur PS
34,Ramanagara,1345,Bidadi PS
34,Ramanagara,281,Channapatna East PS
34,Ramanagara,284,Channapatna Rural PS
34,Ramanagara,280,Channapatna Town PS
34,Ramanagara,2165,CHANNAPATNA TRAFFIC PS
34,Ramanagara,1346,Harohalli PS
34,Ramanagara,1342,Ijoor PS
34,Ramanagara,1937,Kaggalipura PS
34,Ramanagara,1338,Kanakapura Rural PS
34,Ramanagara,1337,Kanakapura Town PS
34,Ramanagara,2106,Kanakapura Traffic PS
34,Ramanagara,1339,Kodihalli PS
34,Ramanagara,276,Kudur PS
34,Ramanagara,2003,Kumbalagudu PS
34,Ramanagara,285,M.K. Doddi PS
34,Ramanagara,275,Magadi PS
34,Ramanagara,2153,Ramanagar CEN Crime PS
34,Ramanagara,1344,Ramanagara Rural PS
34,Ramanagara,1341,Ramanagara Town PS
34,Ramanagara,1343,Ramanagara Traffic PS
34,Ramanagara,2208,Ramanagara Women PS
34,Ramanagara,1340,Sathnoor PS
34,Ramanagara,277,Tavarekere PS
35,Shivamogga,1823,Agumbe PS
35,Shivamogga,2338,Anandapura PS
35,Shivamogga,1664,Anavatti PS
35,Shivamogga,1014,Bhadravathi New Town PS
35,Shivamogga,1013,Bhadravathi Old Town PS
35,Shivamogga,1018,Bhadravathi Rural PS
35,Shivamogga,1015,Bhadravathi Traffic PS
35,Shivamogga,1000,Doddapete PS
35,Shivamogga,1019,Holehonnur PS
35,Shivamogga,1933,Hosamane PS
35,Shivamogga,1745,Hosanagara PS
35,Shivamogga,1006,Jayanagara PS
35,Shivamogga,1027,Jog PS
35,Shivamogga,1024,Kargal PS
35,Shivamogga,1005,Kote PS
35,Shivamogga,1004,Kumsi PS
35,Shivamogga,1011,Malur PS
35,Shivamogga,1900,Nagara PS
35,Shivamogga,1020,Paper Town PS
35,Shivamogga,1749,Ripponpet PS
35,Shivamogga,1023,Sagar Rural PS
35,Shivamogga,1022,Sagar Town PS
35,Shivamogga,1886,Shikaripura Rural PS
35,Shivamogga,1031,Shikaripura Town PS
35,Shivamogga,2007,Shimoga East Traffic PS
35,Shivamogga,1002,Shimoga Rural PS
35,Shivamogga,1001,Shimoga Traffic PS
35,Shivamogga,1032,Shiralakuppa PS
35,Shivamogga,2175,Shivamogga CEN Crime PS
35,Shivamogga,1033,Soraba PS
35,Shivamogga,1010,Thirthahalli PS
35,Shivamogga,1815,Tunga Nagar PS
35,Shivamogga,1887,Vinobanagara PS
35,Shivamogga,1009,Women PS
36,Tumakuru,1100,Amruthur PS
36,Tumakuru,1659,Arasikere PS
36,Tumakuru,1806,Badavanahalli PS
36,Tumakuru,1090,Bellavi PS
36,Tumakuru,1095,Chandrashekarpura PS
36,Tumakuru,1094,Chelur PS
36,Tumakuru,1652,Chikkanayakanahalli PS
36,Tumakuru,1103,Dandina Shivara PS
36,Tumakuru,1093,Gubbi PS
36,Tumakuru,1801,Handanakere PS
36,Tumakuru,1636,Hebbur PS
36,Tumakuru,1113,Honnavalli PS
36,Tumakuru,1653,Huliyar PS
36,Tumakuru,1099,Huliyurdurga PS
36,Tumakuru,2119,Jayanagara PS
36,Tumakuru,1644,Kallambella PS
36,Tumakuru,1934,Kibbanhalli PS
36,Tumakuru,1656,Kodigenahalli PS
36,Tumakuru,2122,Kolala PS
36,Tumakuru,1091,Kora PS
36,Tumakuru,1643,Koratagere PS
36,Tumakuru,1098,Kunigal PS
36,Tumakuru,1635,Kyathasandra PS
36,Tumakuru,1655,Madhugiri PS
36,Tumakuru,1657,Medigeshi PS
36,Tumakuru,1085,New Extention PS
36,Tumakuru,1112,Nonavinakere PS
36,Tumakuru,1645,Patanayakanahalli PS
36,Tumakuru,1658,Pavagada PS
36,Tumakuru,1642,Sira PS
36,Tumakuru,1646,Tavarekere PS
36,Tumakuru,1084,Thilak Park PS
36,Tumakuru,1661,Thirumani PS
36,Tumakuru,1111,Tiptur Rural PS
36,Tumakuru,1107,Tiptur Town PS
36,Tumakuru,2140,Tumkur CEN Crime PS
36,Tumakuru,1089,Tumkur Rural PS
36,Tumakuru,1080,Tumkur Town PS
36,Tumakuru,1081,Tumkur Traffic PS
36,Tumakuru,1102,Turuvekere PS
36,Tumakuru,2120,Women PS
36,Tumakuru,1660,Y.N. Hosakote PS
37,Udupi,1628,Ajekar PS
37,Udupi,1200,Amasebailu PS
37,Udupi,1208,Brahmavar PS
37,Udupi,1212,Byndoor PS
37,Udupi,1217,Gangolli PS
37,Udupi,1225,Hebri PS
37,Udupi,1210,Hiriadka PS
37,Udupi,1202,Kapu PS
37,Udupi,1221,Karkala Rural PS
37,Udupi,1224,Karkala Town PS
37,Udupi,1215,Kollur PS
37,Udupi,1211,Kota PS
37,Udupi,1216,Kundapura PS
37,Udupi,2170,Kundapura Rural PS
37,Udupi,1902,Kundapura Traffic PS
37,Udupi,1198,Malpe PS
37,Udupi,1201,Manipal PS
37,Udupi,1203,Padubidri PS
37,Udupi,1219,Shankaranarayana PS
37,Udupi,1206,Shirva PS
37,Udupi,2156,Udupi CEN Crime PS
37,Udupi,1197,Udupi Town PS
37,Udupi,1199,Udupi Traffic PS
37,Udupi,1220,Women PS
38,Uttara Kannada,1676,Ambikanagar PS
38,Uttara Kannada,1674,Ankola PS
38,Uttara Kannada,1677,Banavasi PS
38,Uttara Kannada,950,Bhatkal Rural PS
38,Uttara Kannada,949,Bhatkal Town PS
38,Uttara Kannada,922,Chittakula PS
38,Uttara Kannada,932,Dandeli Rural PS
38,Uttara Kannada,931,Dandeli Town PS
38,Uttara Kannada,954,Gokarna PS
38,Uttara Kannada,1675,Haliyal PS
38,Uttara Kannada,1680,Honnavara PS
38,Uttara Kannada,1370,Joida PS
38,Uttara Kannada,923,Kadra PS
38,Uttara Kannada,927,Karwar Rural PS
38,Uttara Kannada,926,Karwar Town PS
38,Uttara Kannada,928,Karwar Traffic PS
38,Uttara Kannada,953,Kumta PS
38,Uttara Kannada,924,Mallapura PS
38,Uttara Kannada,1681,Manki PS
38,Uttara Kannada,944,Mundgod PS
38,Uttara Kannada,951,Murudeshwar PS
38,Uttara Kannada,942,New Market PS
38,Uttara Kannada,936,Ramnagar PS
38,Uttara Kannada,1678,Siddapura PS
38,Uttara Kannada,941,Sirsi Rural PS
38,Uttara Kannada,940,Sirsi Town PS
38,Uttara Kannada,2154,UK CEN Crime PS
38,Uttara Kannada,2218,UK Women PS
38,Uttara Kannada,1679,Yellapura PS
39,Vijayapur,1497,Adarsh Nagar PS
39,Vijayapur,1924,Alamatti PS
39,Vijayapur,1511,Almel PS
39,Vijayapur,1496,APMC PS
39,Vijayapur,416,Babaleshwar PS
39,Vijayapur,429,Basavan Bagewadi PS
39,Vijayapur,415,Bijapur rural PS
39,Vijayapur,412,Bijapur Traffic PS
39,Vijayapur,424,Chadachan PS
39,Vijayapur,1512,Devara Hipparagi PS
39,Vijayapur,411,Gandhi Chowk PS
39,Vijayapur,1495,Golgumbaz PS
39,Vijayapur,421,Hortti PS
39,Vijayapur,420,Indi PS
39,Vijayapur,2216,Indi Rural PS
39,Vijayapur,2008,Jalanagar PS
39,Vijayapur,1513,Kalkeri PS
39,Vijayapur,430,Kolhar PS
39,Vijayapur,2250,Kudagi PS
39,Vijayapur,431,Managoli PS
39,Vijayapur,433,Muddebihal PS
39,Vijayapur,1923,Nidagundi PS
39,Vijayapur,1510,Sindagi PS
39,Vijayapur,434,Talikot PS
39,Vijayapur,417,Tikota PS
39,Vijayapur,2225,Vijayapur CEN Crime PS
39,Vijayapur,2239,Vijayapura Women PS
39,Vijayapur,425,Zalaki PS
40,Yadgir,1597,Bheemarayanagudi PS
40,Yadgir,1595,Gogi PS
40,Yadgir,691,Gurumitkal PS
40,Yadgir,1615,Hunasagi PS
40,Yadgir,1599,Kembhavi PS
40,Yadgir,1603,Kodekal PS
40,Yadgir,1601,Narayanapura PS
40,Yadgir,692,Saidapur PS
40,Yadgir,699,Shahapur PS
40,Yadgir,1598,Shorapur PS
40,Yadgir,1596,Wadigere PS
40,Yadgir,2236,Yadgir CEN Crime PS
40,Yadgir,2159,Yadgir Traffic PS
40,Yadgir,2183,Yadgir Women PS
40,Yadgir,1590,Yadgiri Rural PS
40,Yadgir,1589,Yadgiri Town PS
41,Vijayanagara,117,Arasikere PS
41,Vijayanagara,1885,Chigateri PS
41,Vijayanagara,361,Chittavadagi PS
41,Vijayanagara,1502,Gudekote PS
41,Vijayanagara,1507,Hadagali PS
41,Vijayanagara,1505,Hagaribommanahalli PS
41,Vijayanagara,116,Halavagilu PS
41,Vijayanagara,1883,Hampi Tourism PS
41,Vijayanagara,1884,Hampi Traffic PS
41,Vijayanagara,115,Harapanahalli PS
41,Vijayanagara,1509,Hirehadagali PS
41,Vijayanagara,1504,Hosahalli PS
41,Vijayanagara,352,Hospet Extention PS
41,Vijayanagara,356,Hospet Rural PS
41,Vijayanagara,351,Hospet Town PS
41,Vijayanagara,355,Hospet Traffic PS
41,Vijayanagara,1508,Ittigi PS
41,Vijayanagara,360,Kamalapur PS
41,Vijayanagara,1503,Kottur PS
41,Vijayanagara,1501,Kudligi PS
41,Vijayanagara,365,Mariyammanahalli PS
41,Vijayanagara,353,T.B. Dam PS
41,Vijayanagara,1506,T.B. Halli PS
